mel_mean_0,mel_mean_1,mel_mean_2,mel_mean_3,mel_mean_4,mel_mean_5,mel_mean_6,mel_mean_7,mel_mean_8,mel_mean_9,mel_mean_10,mel_mean_11,mel_mean_12,mel_mean_13,mel_mean_14,mel_mean_15,mel_mean_16,mel_mean_17,mel_mean_18,mel_mean_19,mel_mean_20,mel_mean_21,mel_mean_22,mel_mean_23,mel_mean_24,mel_mean_25,mel_mean_26,mel_mean_27,mel_mean_28,mel_mean_29,mel_mean_30,mel_mean_31,mel_mean_32,mel_mean_33,mel_mean_34,mel_mean_35,mel_mean_36,mel_mean_37,mel_mean_38,mel_mean_39,mel_mean_40,mel_mean_41,mel_mean_42,mel_mean_43,mel_mean_44,mel_mean_45,mel_mean_46,mel_mean_47,mel_mean_48,mel_mean_49,mel_mean_50,mel_mean_51,mel_mean_52,mel_mean_53,mel_mean_54,mel_mean_55,mel_mean_56,mel_mean_57,mel_mean_58,mel_mean_59,mel_mean_60,mel_mean_61,mel_mean_62,mel_mean_63,mel_std_0,mel_std_1,mel_std_2,mel_std_3,mel_std_4,mel_std_5,mel_std_6,mel_std_7,mel_std_8,mel_std_9,mel_std_10,mel_std_11,mel_std_12,mel_std_13,mel_std_14,mel_std_15,mel_std_16,mel_std_17,mel_std_18,mel_std_19,mel_std_20,mel_std_21,mel_std_22,mel_std_23,mel_std_24,mel_std_25,mel_std_26,mel_std_27,mel_std_28,mel_std_29,mel_std_30,mel_std_31,mel_std_32,mel_std_33,mel_std_34,mel_std_35,mel_std_36,mel_std_37,mel_std_38,mel_std_39,mel_std_40,mel_std_41,mel_std_42,mel_std_43,mel_std_44,mel_std_45,mel_std_46,mel_std_47,mel_std_48,mel_std_49,mel_std_50,mel_std_51,mel_std_52,mel_std_53,mel_std_54,mel_std_55,mel_std_56,mel_std_57,mel_std_58,mel_std_59,mel_std_60,mel_std_61,mel_std_62,mel_std_63,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,spec_centroid,spec_rolloff,spec_bandwidth,zero_crossing_rate,rms,start,end,time_center,abs_start,abs_end,abs_time_center,label,participant
-36.434917,-35.257324,-32.609154,-37.37607,-50.315643,-51.52648,-53.64574,-61.718494,-64.21654,-64.98974,-68.02972,-69.49115,-70.19696,-72.36741,-73.16469,-72.345695,-72.6546,-71.05474,-73.35753,-74.61471,-75.20788,-74.07377,-76.11944,-78.00965,-77.44224,-77.5096,-81.11346,-81.85795,-82.218155,-82.67456,-82.53673,-81.94573,-82.26202,-83.02113,-83.815796,-84.73967,-84.39119,-85.41932,-85.543175,-86.79582,-87.192505,-87.735954,-88.23394,-88.123856,-88.42771,-88.84058,-88.909004,-89.03087,-88.94724,-88.98523,-89.35497,-89.27946,-89.25999,-88.738174,-88.5308,-88.83551,-88.745026,-88.91611,-88.97855,-89.23442,-89.47211,-89.485306,-89.3352,-92.204346,3.2555716,3.3108246,2.5293207,2.4669092,2.8507915,3.202541,3.5779512,3.0412025,3.2722633,3.2523093,3.1274216,3.5107825,3.2614691,3.3233237,3.1611412,3.538595,3.381636,3.5265424,2.786302,3.0316885,2.9390874,2.9587972,2.984779,2.8239667,2.8370335,2.9372234,2.6670747,2.735167,2.8436656,2.6989615,2.5237694,2.7362432,2.5440273,2.680503,2.8218603,2.536718,2.5132618,2.6741884,2.3361611,2.4214606,2.4343965,2.4191089,2.2947357,2.1576583,2.024955,2.0986764,2.0310643,1.941896,1.8250664,1.7217624,1.7437996,1.7839737,1.5773852,1.4575446,1.5013547,1.6041161,1.7235187,1.6850909,1.5223538,1.482624,1.2240748,1.1532574,1.1455959,1.3979146,-620.85767,97.75004,44.21911,26.661747,23.634874,19.690878,14.825504,14.174893,6.281741,3.0512843,0.726442,2.5003393,0.45537996,7.6733246,4.3190107,4.478911,3.5700471,3.221614,3.3303044,3.1794448,3.0816135,3.0673268,3.0585372,3.1239872,2.8740854,3.0643184,0.10245746,0.11526099,0.17032856,0.44467783,0.9668614,0.8229332,0.29312322,0.22169194,0.22515835,0.2355647,0.18642445,0.13677743,0.06829344,0.07753719,0.09323819,0.105087414,0.08258169,0.15090343,0.13044158,0.15488164,0.16181573,0.18928766,0.14355616,0.09634968,571.0538046615654,393.3431744852088,1589.5657679142494,0.015699771606728537,0.00067312305,250.0,260.0,255.0,291.0,301.0,296.0,pranayama,P6
-36.59442,-35.564766,-32.80022,-37.412033,-50.287754,-51.223145,-53.68181,-62.058704,-64.04071,-64.690056,-67.25801,-68.66065,-69.42654,-72.06179,-73.27599,-72.73446,-72.787476,-71.10601,-72.999725,-74.10871,-74.851425,-73.89754,-75.91008,-77.796005,-77.34188,-77.14625,-80.47065,-81.625854,-82.00508,-82.38966,-82.10225,-81.21789,-82.1517,-82.61778,-83.32751,-84.05844,-83.520935,-84.882965,-85.04366,-86.32178,-86.57778,-87.11701,-87.73231,-87.750854,-87.96386,-88.24233,-88.31401,-88.547485,-88.61081,-88.826614,-89.1306,-89.19373,-89.01773,-88.44539,-88.12106,-88.40707,-88.01236,-88.1741,-88.4756,-88.649155,-88.79464,-88.88024,-88.809166,-91.565056,2.9566984,3.2253432,2.5005324,2.4798357,3.1885731,3.009701,3.7541983,2.913781,3.221663,3.131317,3.2101247,3.273442,3.3205569,3.2662542,3.2268975,3.5336308,3.2059565,3.5916853,2.9883554,3.272176,3.077007,3.093288,3.017243,3.0238528,3.0448396,3.066143,3.0305953,3.362821,3.0700343,3.0966308,2.8978863,2.8215394,2.8376207,2.7404566,3.1765935,3.193179,3.0535295,3.0064986,2.9904723,3.2322986,3.1273048,3.1114447,3.0904462,2.9460213,2.9492967,2.6817126,2.6586652,2.6126747,2.5523825,2.323108,2.2982168,2.029375,2.0590959,2.1188195,2.351292,2.6958153,2.8091042,2.7728548,2.6134312,2.573521,2.3160646,2.3417501,2.1506884,2.3248305,-618.1014,96.515625,43.74358,26.501532,23.810802,18.829905,14.644846,13.778882,5.822518,3.0663238,0.6677737,3.1360452,0.6894758,11.883036,7.1300225,4.4048486,3.8486018,3.3977282,3.329556,3.102031,3.178546,2.907641,3.2854187,3.0629342,3.018622,3.0355182,0.09177878,0.10466536,0.16312397,0.47033674,0.97366524,0.7990982,0.28996,0.22288363,0.20859037,0.20405897,0.15804127,0.11496448,0.06872676,0.07512352,0.0995644,0.10325276,0.07738234,0.1590434,0.14345834,0.15928014,0.15163119,0.1654265,0.12755205,0.09084739,619.9711452865076,498.1114504785383,1660.489118686421,0.016146135440835267,0.0006375317,260.0,270.0,265.0,301.0,311.0,306.0,pranayama,P6
-36.412464,-34.941505,-32.471485,-37.223763,-50.2268,-51.082993,-53.58135,-61.750942,-63.88265,-64.7076,-67.47349,-68.62944,-69.17987,-71.49857,-72.69608,-72.291245,-72.35726,-70.88064,-73.07082,-73.95279,-74.43937,-73.916,-75.5934,-77.33402,-76.77159,-76.711754,-80.05155,-81.04409,-81.45235,-81.99276,-81.69094,-80.82039,-81.39418,-82.45808,-83.377495,-84.03259,-83.95796,-85.19159,-85.409874,-86.63463,-87.27503,-87.828575,-88.3641,-88.35108,-88.510666,-88.85637,-88.95544,-89.17124,-89.12524,-89.127106,-89.44154,-89.40119,-89.4276,-88.79622,-88.594894,-88.82495,-88.58347,-88.61011,-88.8383,-88.98211,-89.197235,-89.343094,-89.29486,-92.02706,3.040895,3.2791753,2.5122244,2.5538468,2.861499,3.2829492,4.0785785,2.9358323,3.5304203,3.677459,3.8550246,4.3286033,4.138804,4.5531588,4.111011,4.0646124,4.096545,4.039058,3.9760275,4.001037,3.7158492,3.6388137,3.778448,4.119081,3.861341,3.6095755,3.5330336,3.714638,3.8727632,3.547646,3.36103,3.2364972,3.190034,3.4190664,3.2700675,3.169491,2.8565776,3.0505018,2.7314878,2.4730632,2.543029,2.2938764,2.2232723,2.1103172,2.0564446,1.947172,1.8349433,1.81839,1.7460617,1.7640572,1.7830982,1.6054072,1.5189656,1.5669323,1.6719013,1.84976,2.124655,1.9707096,1.8881078,1.6727564,1.5606114,1.3485011,1.2997445,1.5806942,-618.4393,99.00982,43.022423,25.351105,24.534369,19.550005,14.058592,13.825318,6.4020524,3.3513439,0.90562534,3.0933013,0.5560688,12.592847,5.400209,6.222714,5.532042,4.1220765,3.7746193,3.3309646,3.0795815,3.2001882,3.072264,3.329011,3.1429253,2.8667665,0.09276446,0.10492773,0.16244955,0.4808676,0.976211,0.7951753,0.29145053,0.23406878,0.22776355,0.22425269,0.17252475,0.122265294,0.06688414,0.08896401,0.10687144,0.10085326,0.06597026,0.1549695,0.14585993,0.16996033,0.16450861,0.18151754,0.13898724,0.09338078,582.7438078711431,421.7460189783933,1594.5311223298588,0.01515824390951276,0.00066593866,270.0,280.0,275.0,311.0,321.0,316.0,pranayama,P6
-36.337997,-35.249744,-32.639385,-37.359543,-50.52012,-51.327713,-53.478,-61.760296,-64.26398,-65.29562,-68.04981,-69.429016,-70.01427,-72.25371,-73.27314,-72.57175,-73.06123,-71.40815,-73.59726,-74.265465,-75.00194,-74.20576,-76.04316,-78.22984,-77.82158,-77.7936,-80.927704,-82.17579,-82.58204,-82.74041,-82.9475,-81.88696,-82.27179,-83.09497,-83.97686,-84.564384,-84.51984,-85.79329,-86.075226,-87.192764,-87.67612,-88.225876,-88.77495,-88.60738,-88.92257,-89.324974,-89.186554,-89.31453,-89.211945,-89.16829,-89.70182,-89.58184,-89.34727,-88.87322,-88.78665,-89.076546,-88.91805,-88.92375,-89.14211,-89.41923,-89.41569,-89.393845,-89.40009,-92.26354,3.1798868,3.3106794,2.6091552,2.6023803,2.8588383,3.3524492,3.7626448,3.0907764,3.2417846,3.0133808,2.95359,3.1004808,3.2767394,3.1783347,3.0627744,3.2461047,3.1357222,3.1709015,2.836988,3.011443,2.8372705,2.8641915,2.696281,2.778854,2.6488974,3.0027754,2.5174956,2.7853065,2.7519877,2.596717,2.494271,2.6366973,2.4678183,2.5369756,2.7190816,2.6180038,2.38417,2.423728,2.1486635,2.1506565,1.9567877,1.9376528,1.9806949,1.9498014,1.8433363,1.7319522,1.7529052,1.6397249,1.5436846,1.6129005,1.5121138,1.4922578,1.4185137,1.4627713,1.4678714,1.724654,1.8427465,1.8415823,1.6329606,1.4869205,1.3074157,1.2592149,1.195844,1.417031,-622.08234,98.35325,44.772964,26.156101,24.079037,19.72074,14.574495,14.321927,6.47263,2.6228235,0.6652826,2.8360457,0.63438296,6.207291,3.7248042,3.9147353,3.205437,3.4700482,3.000436,3.1730773,3.2391775,3.1479397,2.9474275,3.0011168,3.1266835,2.9386218,0.09624684,0.11320025,0.16660827,0.42391652,0.9577366,0.82283294,0.31289592,0.23298688,0.21933015,0.22257632,0.17450027,0.12823614,0.07455813,0.09751072,0.109028906,0.11320068,0.10238673,0.15737347,0.14415562,0.16606133,0.15647139,0.1811206,0.14173353,0.10051238,570.6790634489676,375.78187309672273,1593.4449779820384,0.015760948375870068,0.0006560344,280.0,290.0,285.0,321.0,331.0,326.0,pranayama,P6
-36.828156,-35.464718,-32.838375,-37.574192,-50.66847,-51.552235,-53.97583,-61.755272,-64.10595,-64.71524,-66.98957,-68.55432,-68.54142,-71.49108,-73.12825,-72.34252,-72.28729,-70.681625,-72.709625,-74.05122,-74.5897,-73.746376,-75.29575,-77.40625,-77.0938,-77.12607,-80.490326,-81.674484,-82.08623,-82.73082,-82.39566,-81.54356,-81.75678,-82.31471,-83.57756,-84.502556,-84.29358,-85.72621,-85.83954,-87.2706,-87.61971,-88.23987,-88.825935,-88.72604,-88.939514,-89.153404,-89.344124,-89.44344,-89.44431,-89.55699,-89.77266,-89.65108,-89.44559,-89.02871,-89.09434,-89.258575,-89.21857,-89.30578,-89.26585,-89.535675,-89.56654,-89.45962,-89.43455,-92.258835,3.1427052,3.3454227,2.4406426,2.4778645,2.8937027,3.327621,3.8101265,2.924483,3.258212,3.3141196,3.5964909,3.6802664,3.3501496,3.3269415,3.5891416,3.750742,3.6586983,3.6372466,3.4670777,3.5483778,3.3579907,3.313814,3.4163003,3.269818,3.1653142,3.1812565,2.974977,3.0975525,2.9560723,3.0044146,2.84285,2.681114,3.0076308,3.3709922,3.0304313,2.83285,2.528944,2.4985037,2.2979708,2.1269393,2.1881557,2.1811779,2.047154,1.9224353,1.7201049,1.7060779,1.8049754,1.5980288,1.5209811,1.5272526,1.4452894,1.4123232,1.4797066,1.2773716,1.350515,1.4378065,1.5391021,1.4914044,1.4906954,1.3479669,1.1936808,1.1229734,1.1042571,1.4016094,-620.66315,99.8328,43.280197,24.673819,23.493227,18.940891,14.058712,13.885298,6.545114,2.6339793,1.1281443,3.4483056,1.2216185,8.715283,4.5890975,5.050865,4.084086,3.5974996,3.3200462,3.3486187,3.1080399,3.149627,3.0933437,3.1352112,3.1394083,3.0676713,0.097844355,0.11852046,0.18366443,0.5019379,0.9723955,0.78201073,0.28710958,0.22617276,0.22181398,0.22013395,0.17127074,0.12373683,0.06537427,0.08583418,0.104750976,0.10809021,0.071125425,0.16897252,0.15106602,0.16377501,0.16518407,0.18125549,0.13681036,0.08891358,580.0911431399245,412.52820928799304,1595.249116805256,0.015188832294083526,0.0006330385,290.0,300.0,295.0,331.0,341.0,336.0,pranayama,P6
-36.22852,-34.864574,-32.63823,-37.41455,-50.04401,-51.269745,-53.45631,-61.768005,-63.95958,-64.750656,-67.68392,-68.9824,-70.040794,-72.158516,-72.71794,-71.95906,-73.01682,-71.26419,-73.1455,-73.88683,-74.3287,-73.78093,-75.50455,-77.179924,-76.9814,-77.045135,-80.178474,-81.172585,-81.5078,-82.0788,-82.27743,-81.35735,-81.78771,-82.7956,-83.38454,-83.9537,-84.1146,-85.459404,-85.556816,-86.87866,-87.22013,-87.9378,-88.456406,-88.54073,-88.748116,-89.12998,-89.1476,-89.32495,-89.21808,-89.1892,-89.59938,-89.4963,-89.51429,-88.95882,-88.74166,-88.96531,-88.82725,-88.754196,-89.00413,-89.22001,-89.43551,-89.54664,-89.490555,-92.19658,2.994489,3.4800014,2.620962,2.5621166,3.1442454,3.3581653,3.8715947,3.1747737,3.6076412,3.5581355,3.7118406,4.0225515,3.9960065,4.226713,4.084016,3.841357,3.8007932,3.7844315,3.675579,3.7486513,3.7147195,3.53317,3.7145033,3.8878314,3.8766289,3.7498279,3.459377,3.5062373,3.4631221,3.5375838,3.250828,3.0482063,2.957279,3.095947,3.2114632,3.2217882,3.0071294,2.9232745,2.7742167,2.595953,2.5365522,2.4348142,2.3671625,2.2441814,2.099276,1.9070799,1.9921867,1.999497,1.8638287,1.7567823,1.7579982,1.7282993,1.8900279,1.8720095,1.7144029,1.9980541,2.1361492,2.046537,1.7217896,1.5650295,1.3851464,1.1068791,1.1983299,1.3734541,-619.6547,99.175064,43.162647,25.50381,24.575743,19.981043,14.571016,14.081591,6.045667,2.9064188,0.8725202,3.005246,0.5285673,11.43313,6.25829,6.340428,4.966073,3.9761844,3.6453934,3.4968312,3.3817215,3.433768,3.2440798,3.2412252,3.2895424,2.9476612,0.106739335,0.12208938,0.1732437,0.41938657,0.96107864,0.8339724,0.32986736,0.25006694,0.250327,0.2633923,0.20445782,0.14763829,0.075986184,0.10105573,0.12037639,0.11919113,0.08950209,0.15689075,0.14633529,0.17236821,0.16288611,0.19312719,0.15002526,0.10634139,573.2172030897447,418.82329883265663,1579.8498827644312,0.016066832221577725,0.0006691802,300.0,310.0,305.0,341.0,351.0,346.0,pranayama,P6
-36.839024,-35.522068,-32.718704,-37.56308,-50.367413,-51.67657,-54.334595,-62.01909,-63.84478,-64.94274,-67.84602,-68.92465,-69.83341,-71.90776,-73.00257,-72.23924,-72.48728,-70.622025,-72.63517,-73.98966,-74.69967,-73.83295,-75.48569,-77.46065,-77.25739,-76.83744,-80.20634,-81.003265,-81.53491,-82.13709,-81.84549,-81.103775,-81.516136,-82.58412,-83.248405,-83.9309,-84.239624,-85.45349,-85.66477,-86.96505,-87.324554,-87.95501,-88.59984,-88.320496,-88.611176,-89.05097,-89.00616,-89.28071,-89.30531,-89.231285,-89.5385,-89.45292,-89.45374,-88.91117,-88.69738,-88.9267,-88.86811,-88.80906,-88.85753,-89.11358,-89.371445,-89.367516,-89.38774,-92.245766,3.254672,3.2456036,2.5101326,2.6474874,3.1268039,3.3179867,4.12558,3.0384765,3.0420477,3.3354251,3.4016411,3.3976293,3.6356847,3.4471102,3.5597346,3.9812152,3.6926746,3.391309,3.33326,3.5086577,3.3729231,3.4346466,3.580465,3.7776172,3.4125464,3.4431837,3.327943,3.2891157,3.4385476,3.3245635,3.274544,3.2371924,3.1927996,3.2724054,3.1502442,2.8996403,2.9223523,2.8986857,2.3664362,2.2815506,2.4376056,2.1888993,2.0715187,2.1719804,1.9610907,1.7949444,1.8009489,1.8131384,1.8118683,1.7615227,1.4969589,1.5591714,1.5640143,1.5334752,1.5788006,1.6716849,1.7786204,1.7467617,1.6623015,1.4743984,1.3236743,1.243451,1.2325733,1.4265587,-619.75116,98.547325,42.558746,24.897749,24.233479,19.61091,14.209175,14.064768,6.6137266,3.161363,0.5691169,2.8847446,0.5807756,9.395315,4.933999,5.894402,4.503133,3.8607512,3.5363512,3.217907,2.9923282,3.1133115,3.2560859,3.3082485,3.2819943,2.8863964,0.10678803,0.11498585,0.16550298,0.41879535,0.9653448,0.8043438,0.29888684,0.21534957,0.22606827,0.2537142,0.20593277,0.15228063,0.08252771,0.08893103,0.10048413,0.10921737,0.08016741,0.1647008,0.1275706,0.14784154,0.16225211,0.19849849,0.16154695,0.11985567,590.0335578495109,432.16289334396754,1610.1516358796923,0.015753018053944315,0.0006380693,310.0,320.0,315.0,351.0,361.0,356.0,pranayama,P6
-36.587193,-35.456364,-32.695602,-37.458775,-50.169987,-51.14678,-53.462063,-62.18507,-64.363335,-64.90011,-67.26892,-68.56553,-67.99743,-71.2766,-72.94544,-72.53012,-72.095505,-70.69607,-73.09435,-74.185074,-74.62643,-74.02234,-75.63396,-77.677,-77.131226,-77.38914,-80.593216,-82.06072,-82.472115,-82.69233,-82.43618,-81.60409,-81.9644,-82.30096,-83.4975,-84.30882,-84.107216,-85.446236,-85.399506,-86.711266,-87.11331,-88.0435,-88.402016,-88.22169,-88.58438,-88.925896,-89.03342,-89.21025,-89.136635,-89.13651,-89.49351,-89.504425,-89.42891,-88.716705,-88.69149,-88.9752,-88.93846,-88.95182,-89.14154,-89.381134,-89.46468,-89.39669,-89.55824,-92.25834,3.3681986,3.2754903,2.5632925,2.460103,2.9166987,3.3513868,4.0322795,2.8719141,3.2036881,3.317538,3.5335739,3.4621768,3.389175,3.0726597,3.2142515,3.651275,3.6080656,3.2420137,3.0229714,3.1293507,3.1032352,3.2606175,3.1330678,3.0757558,3.0931275,3.1473136,2.9661942,2.8661017,2.9379961,3.0137668,2.684973,2.8012013,2.630444,2.8221676,2.8765674,2.780966,2.6764214,2.6835938,2.578849,2.1702442,2.2843442,2.1953187,2.221458,2.147071,2.0217335,1.9259083,1.8578976,1.8224055,1.8945006,1.6972874,1.6770521,1.6820593,1.6476178,1.6438738,1.7553481,1.7418572,1.7847337,1.6865016,1.5429151,1.4436306,1.2945931,1.2018554,1.1656774,1.3977453,-619.8579,99.10485,43.66648,25.85115,23.186575,18.64068,14.151213,14.302649,6.4497857,2.9895287,1.1875399,3.388898,0.85427827,8.227779,4.5350704,4.8362923,3.6189327,3.6658773,3.4433303,3.4929965,3.5333586,3.0074596,2.8875275,3.1263635,3.188461,3.1926336,0.11139619,0.12543872,0.17556995,0.43092597,0.9652906,0.816673,0.3044597,0.2235556,0.20988023,0.20951228,0.1673074,0.13204409,0.07910032,0.097419195,0.11044121,0.111543186,0.082029596,0.15369724,0.13886231,0.15225504,0.14667022,0.17435138,0.13244373,0.095431834,581.8955448735517,417.24952644649073,1598.1435064451105,0.015951276102088168,0.00064201665,320.0,330.0,325.0,361.0,371.0,366.0,pranayama,P6
-36.875546,-35.1482,-32.79231,-37.555775,-50.220833,-51.587116,-54.24021,-61.705227,-63.630875,-64.64961,-67.59644,-68.854996,-68.25507,-71.48829,-73.67359,-72.816315,-72.14695,-70.88375,-73.44486,-74.68383,-74.895515,-74.20279,-75.83985,-77.94679,-77.52106,-77.700714,-80.885315,-82.346794,-82.62098,-82.5644,-82.765335,-81.952995,-82.32783,-82.98525,-84.068436,-84.687965,-84.58349,-85.83945,-85.813934,-87.374176,-87.770294,-88.36603,-88.7883,-88.55321,-88.8782,-89.39356,-89.385765,-89.40202,-89.315605,-89.2829,-89.62179,-89.75415,-89.562225,-89.117584,-88.95003,-89.28746,-89.19691,-89.27413,-89.29691,-89.31154,-89.44456,-89.49244,-89.40095,-92.17753,3.3556857,3.3937113,2.474864,2.4868014,2.892152,3.1979783,3.8323226,3.4722989,3.796687,3.6176898,3.6348348,3.8953102,3.671265,3.240705,3.2205837,3.398171,3.3309808,3.3508492,2.9170756,3.0221999,2.8153393,3.067512,3.1988933,2.9069984,2.7872272,3.041956,2.8258667,2.7164216,2.6672423,2.5933383,2.7267787,2.5649123,2.420514,2.3970215,2.3632393,2.4000769,2.251177,2.3017328,2.1176016,1.8527819,2.0374846,1.9333274,1.9981372,1.718488,1.6792176,1.6919775,1.5241181,1.5481066,1.4784014,1.5111023,1.4234197,1.3076228,1.3892959,1.2591577,1.2639625,1.4237354,1.576161,1.614978,1.4230639,1.4270333,1.2393433,1.1626695,1.0457423,1.3965781,-621.77466,99.30521,44.62478,25.57532,23.433165,18.821943,14.121749,13.7039385,6.530383,2.7634318,1.2137084,3.2769926,1.013662,5.801133,4.678269,4.2407184,3.3056576,3.524679,3.7584991,3.5711524,3.3096268,3.3703601,3.125591,3.2897828,3.1604784,3.0691507,0.10545381,0.119845964,0.16821733,0.40176028,0.9464891,0.8347168,0.33064643,0.24922988,0.24528864,0.25710225,0.20495221,0.15090135,0.06923215,0.083928525,0.09574471,0.11226807,0.10043875,0.1548161,0.1428982,0.17295334,0.1719496,0.2119208,0.16487162,0.11365151,572.4029883289094,388.14722755945473,1590.1612122935735,0.015771144504060326,0.00064623455,330.0,340.0,335.0,371.0,381.0,376.0,pranayama,P6
-36.75483,-35.47834,-32.839573,-37.46571,-50.38024,-51.362167,-53.58715,-62.065556,-64.30787,-65.24813,-68.2761,-69.24225,-68.43906,-71.73631,-73.61452,-72.93838,-72.636375,-70.86656,-73.217094,-74.5976,-75.0535,-74.22978,-75.885445,-78.30811,-77.67305,-77.517075,-80.986984,-82.39068,-82.89735,-83.318825,-83.128555,-82.01603,-82.21581,-83.00178,-84.25822,-84.87279,-84.70488,-86.17006,-85.84998,-87.31437,-87.84447,-88.61193,-88.76427,-88.798996,-88.93692,-89.28763,-89.31517,-89.403465,-89.51416,-89.47746,-89.76877,-89.73709,-89.70231,-89.07033,-89.02316,-89.47294,-89.38289,-89.358406,-89.45664,-89.54665,-89.670616,-89.60579,-89.554634,-92.32874,2.9963803,3.0564635,2.5615745,2.5807898,2.9824178,3.2035546,3.8565314,3.000138,3.121436,3.1227105,3.1047125,3.1876643,3.1317666,3.0641692,3.075667,3.2716036,3.3689578,3.2116463,2.9192004,3.1957436,2.999977,2.9333165,2.982836,2.749715,2.8194842,2.7715454,2.736084,2.6673024,2.552294,2.3865783,2.3357024,2.5560355,2.405943,2.3754323,2.359433,2.2939882,2.217534,2.1612775,2.1514368,2.0259504,1.9602292,1.9594647,1.8552732,1.8544444,1.7999938,1.6598247,1.7167673,1.6108465,1.5089332,1.5353693,1.456069,1.4359713,1.3865304,1.3134354,1.3321573,1.338896,1.3393264,1.3639512,1.3220849,1.2659501,1.1716167,1.0390916,1.0471543,1.3109239,-622.81006,99.20573,44.6157,25.773333,23.377533,19.166368,14.616665,14.085455,6.640905,2.5910735,0.96630585,3.051265,0.7141896,5.302058,3.3679118,3.486087,3.1393442,3.3500907,3.0516624,3.1002638,3.123034,3.0285685,3.1328814,3.083436,3.0704181,2.953079,0.09968914,0.10534216,0.15216736,0.39755008,0.9532466,0.8390749,0.3125699,0.22149576,0.21794973,0.23330866,0.18154544,0.13592716,0.065465786,0.06852284,0.07561842,0.09887832,0.09855686,0.1518325,0.12639233,0.14408484,0.15112747,0.19074075,0.13929291,0.09715726,567.4440289363176,376.60623006090486,1583.8497999611357,0.01583798578886311,0.0006373918,340.0,350.0,345.0,381.0,391.0,386.0,pranayama,P6
-36.782948,-35.458565,-32.691006,-37.2312,-50.32163,-51.185467,-53.625607,-62.024204,-64.3785,-65.39379,-68.23683,-69.26408,-68.69361,-72.02728,-73.764046,-72.68155,-72.21504,-70.71296,-73.37914,-74.87432,-75.27543,-74.381996,-75.96004,-78.179596,-77.53676,-77.2571,-80.61006,-82.40244,-82.726364,-82.74791,-82.68027,-81.936844,-82.13029,-83.10065,-84.28122,-84.80072,-84.4565,-85.95907,-85.67358,-87.31125,-87.78652,-88.23236,-88.53917,-88.592354,-88.80126,-89.16661,-89.2607,-89.1445,-89.32016,-89.37605,-89.61623,-89.7034,-89.69435,-89.1294,-89.03689,-89.324844,-89.2739,-89.190796,-89.16765,-89.40819,-89.5478,-89.38061,-89.34183,-92.056274,3.2851424,3.3484304,2.4644675,2.4338582,2.8371654,3.3298657,3.9007592,2.974202,3.329301,3.2612965,3.413657,3.5051866,3.2933104,3.0588083,3.1235049,3.5920007,3.4354744,3.3914797,2.9921534,3.2478607,3.3837414,3.3447707,3.4265063,3.327977,3.1385288,3.2746234,3.0036917,2.999977,2.7917712,2.751611,2.4604812,2.5424592,2.3721535,2.6342053,2.7015479,2.4659956,2.5122533,2.3376462,2.1629362,1.9404753,2.0560453,2.037997,1.8392057,1.7411704,1.7261977,1.7017882,1.627865,1.4449722,1.6629483,1.5204484,1.3247272,1.336212,1.3423532,1.3014108,1.3382417,1.3566468,1.3995209,1.3956916,1.3082514,1.1739022,1.2001313,1.1194723,1.119074,1.2629528,-622.0552,98.759224,44.44372,25.882246,23.78234,19.267385,14.7738495,13.78699,6.774965,2.8991983,0.9643041,2.7368407,0.27137443,6.7595577,4.1910663,4.620017,3.9692714,3.2098734,3.3031895,3.2786448,2.9786017,3.1686182,2.9828372,3.3252034,3.096135,2.9815288,0.09028527,0.103787936,0.16516586,0.5133874,0.98142,0.7954451,0.28219187,0.22717188,0.22141151,0.21497136,0.15973495,0.11290287,0.064131066,0.07522392,0.086842775,0.09154894,0.057237282,0.15503572,0.14549537,0.16215107,0.16564544,0.18261904,0.13479368,0.08669027,570.6175337963914,386.24870849042924,1590.027854381177,0.01568164515661253,0.0006490666,350.0,360.0,355.0,391.0,401.0,396.0,pranayama,P6
